model,dof,seed,sample_id,d_safe,obstacle_count,success,failed,cost,stop,iter,solve_ms,initial_min_distance,final_min_distance,trajectory_min_distance,safety_violation_count,collision_violation_count,placement_error_norm,path_length,jerk_rms,torque_rate_rms,failure_message
ur10,6,2099587000,15,0.05,8,0,0,6138.944530219,0.001493021,100,102.78322,0.271729933,0.200008298,-0.000922155,9,2,1.127620901,3.694614976,18614.962287818,16306.281106965,""
ur10,6,2099587003,16,0.05,8,0,0,4754.81067574,0.018821104,100,89.382189,0.26512216,-0.073940643,-0.073940643,24,14,0.593271192,3.501975909,34575.854192927,5791.129321655,""
ur10,6,2099587002,17,0.05,8,1,0,5072.229472404,0.000000352,99,96.172177,0.202240529,0.003801207,-0.061147481,119,42,0.987393822,3.299643982,11469.612987321,8936.743066152,""
ur10,6,2099586981,18,0.05,8,0,0,5818.213904019,0.046067369,100,106.043917,0.204803868,0.038110054,-0.014551923,25,8,0.470914121,3.089296476,48367.133464721,9302.768349585,""
ur10,6,2099586980,19,0.05,8,0,0,3566.788158364,0.004033287,100,101.830473,0.255772108,0.022871317,-0.002100956,30,5,0.557681513,3.197016183,32451.127247487,9413.17467298,""
ur10,6,2099587517,0,0.05,16,1,0,11158.331777241,0.000000712,94,104.449968,0.216337243,-0.023269758,-0.081459856,143,52,0.683932495,4.124064197,23752.534316911,12257.856749882,""
ur10,6,2099587516,1,0.05,16,0,0,12567.974130417,0.005839326,100,113.252703,0.22329047,-0.000866489,-0.008859105,18,11,0.567283157,3.744142514,31761.11134539,13581.604954545,""
ur10,6,2099587519,2,0.05,16,1,0,9860.896052903,0.000000649,81,89.878756,0.217589968,-0.026844811,-0.044512981,61,26,1.447242826,4.198546252,10050.862842195,9013.706944005,""
ur10,6,2099587518,3,0.05,16,0,0,12527.172839707,0.422725023,100,112.532488,0.248617919,-0.05439755,-0.060544711,88,33,0.625765221,4.048147966,24964.136397113,13127.269865172,""
ur10,6,2099587513,4,0.05,16,0,0,8797.325682571,0.005115926,100,115.341327,0.24088277,-0.036543412,-0.036543412,60,18,0.818992214,3.897774045,74485.513052713,13401.89948394,""
ur10,6,2099587512,5,0.05,16,0,0,9120.37513185,0.003728181,100,113.024702,0.226979291,-0.064879115,-0.064879115,56,21,1.318554702,4.048921969,40819.773278961,12805.206822503,""
ur10,6,2099587515,6,0.05,16,0,0,8246.234462862,0.000001212,100,105.818559,0.217148199,-0.020324531,-0.100425548,83,40,1.170240071,4.301333187,9833.494684951,16207.716167143,""
ur10,6,2099587514,7,0.05,16,0,0,12026.358571911,0.023235554,100,109.234954,0.212002031,0.086689869,0.086689869,0,0,0.811625872,4.15379903,21785.480794993,12846.859240765,""
ur10,6,2099587509,8,0.05,16,0,0,9329.443321345,0.002302411,100,111.24123,0.215735035,0.045057549,-0.097370927,61,18,0.813315658,4.132599006,17209.433511175,12309.576769196,""
ur10,6,2099587508,9,0.05,16,0,0,11819.226700907,0.017503034,100,115.164698,0.206307083,0.052489631,0.018531158,17,0,0.793032726,4.082510709,12116.850899013,14089.431374637,""
ur10,6,2099587511,10,0.05,16,1,0,10065.243677163,0.000000589,83,92.013884,0.258062531,-0.023714639,-0.064833761,101,51,1.064875797,3.964555135,5769.225163753,15004.364567136,""
ur10,6,2099587510,11,0.05,16,0,0,11490.517425945,0.000001188,100,107.120608,0.296525967,0.01871852,-0.091549409,97,33,0.923976835,4.249290477,16518.140046378,11952.480576002,""
ur10,6,2099587505,12,0.05,16,0,0,9974.269208727,0.003995148,100,112.098319,0.206359971,0.060480843,-0.01019043,44,8,1.168386772,3.748158929,34053.882463206,14513.581586049,""
